1	827
1	1831
1	2028
1	3334
1	3775
1	4231
1	4571
1	4590
1	4800
1	4910
2	1571
2	2118
2	3056
2	3077
2	3200
2	3439
2	4212
2	4213
2	4576
2	4860
3	3534
3	3577
3	3732
3	3879
3	4129
3	4227
3	4444
3	4569
3	4765
3	4820
4	2616
4	2817
4	3472
4	3481
4	4444
4	4467
4	4679
4	4769
4	4921
4	4954
5	628
5	754
5	2967
5	3623
5	4091
5	4323
5	4372
5	4593
5	4701
5	4728
6	339
6	1205
6	2441
6	2732
6	3591
6	3636
6	3771
6	4700
6	4742
6	4798
7	2548
7	3149
7	3578
7	3824
7	4429
7	4589
7	4740
7	4936
7	4968
7	4972
8	611
8	1046
8	1293
8	1991
8	2086
8	2871
8	3167
8	4296
8	4840
8	4868
9	642
9	657
9	1316
9	1638
9	2900
9	3389
9	3609
9	4561
9	4865
9	4961
10	59
10	571
10	617
10	1623
10	1725
10	2004
10	2353
10	2631
10	3503
10	4565
11	2529
11	2931
11	3528
11	3851
11	4089
11	4200
11	4722
11	4784
11	4845
11	4922
12	219
12	721
12	2421
12	2725
12	3063
12	3688
12	3889
12	4391
12	4759
12	4940
13	853
13	3251
13	3355
13	3402
13	3426
13	3641
13	3867
13	4055
13	4065
13	4314
14	2403
14	3048
14	3699
14	4363
14	4511
14	4617
14	4758
14	4806
14	4834
14	4927
15	444
15	446
15	460
15	538
15	631
15	707
15	1131
15	4152
15	4155
15	4581
16	31
16	506
16	955
16	1050
16	1356
16	2021
16	3067
16	3104
16	3693
16	3906
17	69
17	114
17	349
17	593
17	1083
17	1752
17	2074
17	2234
17	2997
17	3848
18	56
18	315
18	429
18	629
18	1136
18	1444
18	2781
18	4054
18	4091
18	4192
19	441
19	537
19	834
19	3164
19	3588
19	4015
19	4067
19	4275
19	4325
19	4988
20	1548
20	2886
20	3379
20	4053
20	4075
20	4176
20	4824
20	4857
20	4977
20	4993
21	130
21	476
21	483
21	1092
21	1127
21	1970
21	3101
21	3708
21	4049
21	4339
22	63
22	113
22	138
22	453
22	855
22	1094
22	3022
22	3132
22	3468
22	4498
23	32
23	312
23	428
23	1015
23	1129
23	1911
23	2321
23	2691
23	3047
23	4344
24	531
24	841
24	861
24	1222
24	2750
24	4484
24	4621
24	4642
24	4761
25	487
25	1818
25	1988
25	2104
25	2219
25	2939
25	4419
25	4570
25	4595
25	4797
26	116
26	1114
26	1571
26	3002
26	3056
26	3077
26	4190
26	4213
26	4576
26	4860
27	2638
27	2902
27	3877
27	4004
27	4122
27	4190
27	4278
27	4447
27	4646
27	4740
28	668
28	1287
28	1701
28	1821
28	2287
28	2779
28	3329
28	3754
28	4249
28	4807
29	977
29	1525
29	2750
29	3718
29	4104
29	4484
29	4621
29	4642
29	4659
29	4958
30	554
30	740
30	1697
30	2106
30	2362
30	2386
30	2593
30	3384
30	3857
30	3881
31	16
31	506
31	1050
31	2021
31	3067
31	3104
31	3693
31	3906
31	4896
32	23
32	312
32	1129
32	1826
32	1911
32	2321
32	2709
32	3066
32	3513
32	4344
33	1737
33	4131
33	4194
33	4209
33	4350
33	4569
33	4619
33	4895
33	4898
33	4914
34	1165
34	2339
34	2987
34	3247
34	3783
34	3833
34	4608
34	4645
34	4911
34	4938
35	2961
35	3028
35	3328
35	3982
35	3984
35	4161
35	4676
35	4709
35	4870
35	4926
36	3288
36	4171
36	4244
36	4298
36	4713
36	4758
36	4768
36	4851
36	4976
36	4994
37	2713
37	3224
37	3574
37	3643
37	3788
37	4034
37	4390
37	4539
37	4844
37	4848
38	822
38	2369
38	3299
38	3556
38	3983
38	4077
38	4540
38	4656
38	4717
38	4825
39	1268
39	2221
39	3372
39	3740
39	4291
39	4382
39	4500
39	4561
39	4635
39	4955
40	1793
40	1845
40	3739
40	4702
40	4769
40	4805
40	4921
40	4924
40	4983
40	4996
41	2727
41	3168
41	3917
41	4186
41	4236
41	4309
41	4397
41	4727
41	4897
41	4902
42	67
42	218
42	236
42	285
42	1402
42	1957
42	2230
42	3284
42	3772
42	4794
43	2746
43	3314
43	3534
43	3587
43	3950
43	4136
43	4617
43	4785
43	4806
43	4820
44	816
44	2042
44	2417
44	3370
44	3421
44	4260
44	4384
44	4721
44	4779
44	4909
45	1351
45	1792
45	1967
45	2616
45	2731
45	3019
45	3104
45	3691
45	4586
45	4871
46	464
46	491
46	933
46	1028
46	1286
46	1764
46	2368
46	4679
46	4708
46	4930
47	1733
47	1982
47	2268
47	2756
47	2972
47	4106
47	4338
47	4549
47	4850
47	4993
48	207
48	1189
48	1724
48	1889
48	1950
48	3748
48	4208
48	4391
48	4469
48	4998
49	1759
49	1862
49	2399
49	2893
49	2995
49	3267
49	3721
49	3728
49	4279
49	4853
50	2538
50	3110
50	4324
50	4390
50	4553
50	4641
50	4824
50	4857
50	4977
50	4983
51	3021
51	3445
51	3556
51	3737
51	3782
51	3910
51	4095
51	4550
51	4792
51	4832
52	507
52	659
52	1004
52	1099
52	3685
52	3872
52	4772
52	4790
52	4856
52	4862
53	2150
53	4300
53	4467
53	4586
53	4632
53	4849
53	4903
53	4921
53	4976
53	4994
54	586
54	2692
54	3444
54	3527
54	3701
54	3709
54	3796
54	4151
54	4808
54	4995
55	1139
55	1334
55	2075
55	2091
55	2292
55	3200
55	3283
55	3434
55	4243
55	4458
56	18
56	315
56	429
56	1136
56	1444
56	2122
56	4054
56	4091
56	4192
57	360
57	1389
57	1407
57	1475
57	1806
57	2787
57	3821
57	3972
57	4119
57	4578
58	2788
58	2791
58	4418
58	4530
58	4657
58	4721
58	4822
58	4918
58	4951
58	4975
59	10
59	571
59	617
59	1238
59	1623
59	1929
59	2004
59	2353
59	3229
59	4565
60	184
60	2388
60	2481
60	3330
60	3502
60	3738
60	3840
60	4014
60	4492
60	4771
61	110
61	1678
61	2792
61	3718
61	3849
61	4053
61	4659
61	4713
61	4795
61	4971
62	367
62	670
62	817
62	843
62	1271
62	2426
62	3224
62	3676
62	3962
63	22
63	113
63	138
63	453
63	855
63	3022
63	3132
63	3468
63	4498
63	4738
64	1651
64	2641
64	2941
64	3198
64	3574
64	3770
64	4068
64	4566
64	4789
64	4848
65	1133
65	2094
65	2380
65	2994
65	4317
65	4629
65	4728
65	4782
65	4928
65	4956
66	389
66	425
66	1549
66	1626
66	2095
66	2177
66	2662
66	2985
66	4142
66	4815
67	42
67	167
67	218
67	236
67	285
67	1402
67	1957
67	2230
67	3284
67	3772
68	708
68	1859
68	3111
68	3225
68	3385
68	4411
68	4475
68	4867
68	4890
68	4959
69	17
69	114
69	349
69	593
69	1083
69	1752
69	2234
69	2997
69	3848
69	4677
70	1971
70	2456
70	2796
70	3584
70	4157
70	4237
70	4407
70	4472
70	4480
70	4863
71	1330
71	2352
71	2408
71	2858
71	3318
71	3708
71	3740
71	3899
71	4426
71	4582
72	1793
72	2110
72	2243
72	2891
72	3739
72	4006
72	4292
72	4805
72	4983
72	4996
73	955
73	1899
73	2277
73	3680
73	3876
73	4447
73	4592
73	4792
73	4889
73	4981
74	396
74	1750
74	2431
74	3152
74	3170
74	3660
74	4082
74	4299
74	4379
74	4486
75	2233
75	2241
75	2851
75	3394
75	3669
75	3935
75	4388
75	4487
75	4880
75	4887
76	379
76	1710
76	2493
76	3334
76	3775
76	4173
76	4231
76	4590
76	4648
76	4831
77	403
77	2957
77	3060
77	3592
77	3952
77	4366
77	4478
77	4627
77	4944
77	4992
78	279
78	951
78	1528
78	1669
78	1700
78	2057
78	2086
78	4106
78	4144
78	4271
79	731
79	2564
79	2671
79	3801
79	4223
79	4329
79	4436
79	4451
79	4775
79	4969
80	1332
80	1440
80	3362
80	4323
80	4372
80	4467
80	4593
80	4702
80	4769
80	4921
81	189
81	235
81	270
81	373
81	625
81	888
81	1085
81	2119
81	3109
81	3716
82	1915
82	2818
82	3194
82	3884
82	4395
82	4505
82	4636
82	4777
82	4948
82	4954
83	1236
83	1359
83	1642
83	2351
83	2355
83	3158
83	3627
83	3663
83	4116
83	4905
84	899
84	2272
84	2797
84	3232
84	4394
84	4616
84	4687
84	4809
84	4989
84	4999
85	298
85	1405
85	2821
85	3371
85	3407
85	3745
85	3984
85	4336
85	4540
85	4800
86	268
86	1181
86	1241
86	1388
86	1715
86	2040
86	3628
86	4041
86	4532
86	4550
87	3084
87	3114
87	4055
87	4385
87	4564
87	4582
87	4598
87	4974
87	4985
88	293
88	1453
88	1539
88	1779
88	1921
88	3209
88	3363
88	3608
88	3975
88	4445
89	172
89	351
89	421
89	490
89	2276
89	2468
89	2681
89	2733
89	3392
89	4931
90	929
90	1072
90	1917
90	2054
90	2612
90	2625
90	3115
90	3306
90	3849
90	3970
91	718
91	2579
91	2719
91	2836
91	3084
91	4500
91	4663
91	4778
91	4974
91	4985
92	1065
92	2923
92	3034
92	3389
92	3660
92	4059
92	4079
92	4733
92	4877
93	647
93	1589
93	3473
93	3494
93	3534
93	3950
93	4020
93	4131
93	4765
93	4785
94	4273
94	4512
94	4581
94	4587
94	4695
94	4770
94	4822
94	4918
94	4923
94	4951
95	284
95	529
95	771
95	1386
95	3075
95	3670
95	3853
95	3879
95	4060
96	224
96	479
96	1327
96	3387
96	3457
96	3768
96	3856
96	4339
96	4556
96	4858
97	250
97	615
97	1493
97	1863
97	1904
97	2801
97	3116
97	4347
97	4891
97	4925
98	850
98	929
98	2176
98	3186
98	3707
98	4440
98	4629
98	4850
98	4870
98	4887
99	2478
99	2855
99	3018
99	3418
99	4311
99	4560
99	4575
99	4754
99	4947
99	4986
100	516
100	2548
100	2587
100	2927
100	3718
100	3946
100	4614
100	4659
100	4713
100	4795
101	715
101	1478
101	2244
101	3178
101	4455
101	4516
101	4628
101	4678
101	4772
101	4892
102	1438
102	1927
102	2285
102	3288
102	4242
102	4292
102	4570
102	4783
102	4874
102	4929
103	3543
103	3719
103	4071
103	4104
103	4228
103	4652
103	4699
103	4736
103	4754
103	4804
104	914
104	1211
104	2117
104	3485
104	3989
104	4035
104	4061
104	4176
104	4553
104	4641
105	1100
105	1464
105	2179
105	2648
105	2699
105	2741
105	3332
105	3337
105	4402
105	4635
106	519
106	739
106	2440
106	2625
106	3071
106	3115
106	3271
106	3306
106	3861
106	4257
107	383
107	2870
107	3529
107	3689
107	4088
107	4182
107	4414
107	4551
107	4853
107	4907
108	1993
108	2799
108	2968
108	3642
108	3760
108	3896
108	4003
108	4167
108	4170
108	5000
109	317
109	655
109	1190
109	1342
109	2300
109	3071
109	3816
109	4212
109	4471
109	4564
110	61
110	3313
110	3908
110	4130
110	4145
110	4322
110	4577
110	4616
110	4809
110	4989
111	320
111	2429
111	2868
111	3569
111	3905
111	4018
111	4285
111	4320
111	4796
111	4973
112	248
112	383
112	621
112	3529
112	3689
112	4088
112	4907
113	22
113	63
113	138
113	453
113	3022
113	3132
113	3468
113	4060
113	4498
114	17
114	69
114	349
114	1528
114	2234
114	2997
114	3848
115	590
115	764
115	1594
115	1841
115	2152
115	2469
115	3783
115	4058
115	4225
115	4938
116	26
116	4463
116	4491
116	4527
116	4537
116	4579
116	4612
116	4730
116	4867
116	4978
117	130
117	476
117	483
117	1182
117	1903
117	2619
117	3101
117	3524
117	3921
117	4633
118	3150
118	3374
118	3688
118	3703
118	3889
118	4585
118	4744
118	4759
118	4933
118	4940
119	1209
119	2007
119	3875
119	3956
119	4124
119	4181
119	4292
119	4422
119	4623
119	4735
120	2009
120	2078
120	2115
120	2420
120	2742
120	2915
120	3090
120	4255
120	4832
120	4919
121	167
121	846
121	1761
121	2935
121	3130
121	3362
121	3484
121	3497
121	3886
121	4264
122	639
122	3166
122	3287
122	3597
122	3738
122	4000
122	4305
122	4492
122	4759
122	4842
123	1040
123	2016
123	2554
123	3100
123	3124
123	3131
123	3369
123	3692
123	4105
123	4820
124	339
124	2441
124	2732
124	3045
124	3771
124	3925
124	4163
124	4700
124	4742
124	4798
125	1892
125	2217
125	2552
125	3713
125	4355
125	4483
125	4852
125	4908
125	4974
125	4991
126	623
126	780
126	1088
126	1630
126	3417
126	3678
126	4032
126	4464
126	4547
126	4688
127	3260
127	3855
127	3971
127	4134
127	4245
127	4396
127	4467
127	4702
127	4769
127	4921
128	2301
128	3467
128	3523
128	4127
128	4489
128	4691
128	4723
128	4743
128	4876
128	4971
129	802
129	1033
129	2509
129	3006
129	3482
129	3963
129	3982
129	3984
129	4161
129	4870
130	21
130	117
130	476
130	483
130	1092
130	1127
130	1182
130	1593
130	3101
130	3646
131	1994
131	3361
131	3400
131	3458
131	3858
131	3891
131	4296
131	4425
131	4455
131	4868
132	253
132	2381
132	2816
132	3591
132	3732
132	3911
132	4020
132	4024
132	4373
132	4820
133	748
133	1488
133	2064
133	3303
133	3848
133	3996
133	4073
133	4270
133	4287
133	4894
134	1074
134	1121
134	1323
134	2589
134	2611
134	3503
134	3973
134	4632
134	4648
135	168
135	450
135	4021
135	4133
135	4318
135	4619
135	4662
135	4766
135	4898
135	4914
136	1660
136	1978
136	3355
136	3527
136	4098
136	4151
136	4263
136	4320
136	4893
136	4995
137	1731
137	2013
137	3917
137	4050
137	4144
137	4186
137	4707
